location,listing_title,price,date_created,agent_name,internal_features,external_features,nearby,link
 Kyuana,5 Bed House with En Suite at Kyuana,285000000.0,2023-05-24,Simkar Group Limited,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Furnished","Balcony, BBQ, CCTV, Electric Fence, Garden, Swimming Pool, Staff Quarters, Parking, Gym, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/furnished-5-bedroom-house-for-sale-kyuna-3561940
 Muthaiga Road,6 Bed House with En Suite at Muthaiga Road,650000000.0,2023-06-26,Nairobi Royal Homes,"Aircon, Alarm, Walk In Closet, Backup Generator, En Suite, Fibre Internet","Wheelchair Access, Borehole, Garden, Electric Fence, Swimming Pool, Staff Quarters,  CCTV, Parking, BBQ, Balcony, Gym","Shopping Centre, Bus Stop, Hospital,  School",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-muthaiga-1-3579432
 Serena,3 Bed House with En Suite at Serena,35000000.0,2023-06-13,Sky Miles Properties,"Aircon, En Suite, Fibre Internet, Walk In Closet","Balcony, BBQ, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access","Bus Stop, Hospital, Scenic View, Sea View, Shopping Centre, School",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-shanzu-1-3550081
a Rongai,3 Bed House with En Suite in Ongata Rongai,6000000.0,2023-06-27,Leilach Properties,"En Suite, Fibre Internet","Bus Stop, Hospital, School",nan,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ongata-rongai-1-3485618
 Kiambu Road,4 Bed Townhouse with En Suite in Kiambu Road,35500000.0,2023-07-03,Ge-Mac Property Solutions,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet","Balcony, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Garden","Bus Stop, Shopping Centre, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3612616
 Ngong,3 Bed House with En Suite in Ngong,7500000.0,2023-06-27,Leilach Properties,"Alarm, En Suite, Fibre Internet","Garden, Parking","Bus Stop, Shopping Centre, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ngong-1-3529934
 Karen,6 Bed House with En Suite at Karen,95000000.0,2023-06-19,Sema Estate Agents,En Suite,"Garden, BBQ, Parking, Staff Quarters, Borehole, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-karen-3509475
ta Road,3 Bed House with En Suite in Kenyatta Road,5250000.0,2023-05-10,Family Homes,"Walk In Closet, Backup Generator, En Suite, Fibre Internet","Garden, Borehole, Electric Fence, CCTV,  , BBQ, Parking, Balcony, Gym","Shopping Centre, Bus Stop, Hospital, Scenic View,  , School",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kenyatta-road-3598684
 Thika,4 Bed House with En Suite in Thika,25000000.0,2023-05-24,Pam Golding Properties,En Suite,Parking,nan,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-thika-3590762
 Tigoni Near Kentmere Club,4 Bed Villa with En Suite at Tigoni Near Kentmere Club,50000000.0,2023-07-05,Sir Francis Marketing &#38; Consultants Ltd,"Aircon, Alarm, Serviced, Service Charge Included, Walk In Closet, Backup Generator, En Suite, Fibre Internet","Parking, Swimming Pool, Electric Fence, Borehole, Wheelchair Access, Garden, Staff Quarters, CCTV, BBQ, Balcony, Gym","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-tigoni-8-3584288
 Brookside,5 Bed Townhouse with En Suite in Brookside,40000000.0,2023-07-01,Leti Realty Limited,"Aircon, Alarm, En Suite, Fibre Internet, Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters,  , Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-brookside-1-3592615
 Dennis Pritt,4 Bed Townhouse with En Suite at Dennis Pritt,35800000.0,2023-06-25,Lavington Property Management,"Alarm, En Suite, Fibre Internet, Walk In Closet","Garden, Electric Fence, Parking, Swimming Pool, Staff Quarters, Balcony, CCTV","Bus Stop, Hospital, School",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kilimani-1-3501560
digua,3 Bed House in Thindigua,14000000.0,2023-05-24,Litana Investments,nan,nan,nan,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-thindigua-3553433
 Rhapta Road,4 Bed Townhouse in Rhapta Road,35000000.0,2023-05-24,Coral Property International Ltd,nan,nan,nan,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-rhapta-road-3587468
 Lavington,5 Bed Townhouse with En Suite at Lavington,83000000.0,2023-06-20,Hanspace Limited,"Service Charge Included, Backup Generator, En Suite, Walk In Closet","CCTV, Parking, Staff Quarters, Gym, Swimming Pool, Garden, Borehole, Electric Fence, Balcony, BBQ","Bus Stop, Shopping Centre, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3602673
 Lower Kabete Road,5 Bed House with En Suite at Lower Kabete Road,85000000.0,2023-07-06,Nairobi Royal Homes,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet","Garden, Borehole, Electric Fence, CCTV, Staff Quarters, Parking, Balcony, Gym, BBQ","Shopping Centre, Bus Stop, Golf Course, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lower-kabete-3613528
 Kileleshwa,3 Bed House with En Suite in Kileleshwa,18000000.0,2023-05-24,Litana Investments,"Walk In Closet, Service Charge Included, Backup Generator, Alarm, En Suite, Serviced","Balcony, CCTV, Electric Fence, Parking, Gym, Borehole, Swimming Pool, Wheelchair Access","Bus Stop, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kileleshwa-3553369
 Tigoni,4 Bed Townhouse with En Suite in Tigoni,28000000.0,2023-07-03,Ge-Mac Property Solutions,"Alarm, Backup Generator,  En Suite, Fibre Internet, Walk In Closet","Balcony, BBQ, Parking, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Garden","Shopping Centre, Bus Stop, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-tigoni-3612615
 Convent Garden,5 Bed Townhouse with En Suite at Convent Garden,48450000.0,2023-06-26,Nairobi Royal Homes,"Aircon, Alarm, En Suite, Fibre Internet, Backup Generator, Walk In Closet, Service Charge Included","Balcony,  , Gym, BBQ, Parking, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Garden","Bus Stop, Shopping Centre, Hospital, School",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-1-3572183
 Karen Kikeni Road,4 Bed House with En Suite at Karen Kikeni Road,47000000.0,2023-07-01,Mapema Properties,"En Suite, Service Charge Included, Serviced",Garden,"Bus Stop, Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-hardy-1-3575900
 Runda,4 Bed House with En Suite in Runda,96000000.0,2023-07-06,Royal Properties Market Limited,En Suite,"Garden,  , Staff Quarters, Parking",nan,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-2-3555601
,Development,14800000.0,2023-06-15,Vipingo Development limited,"En Suite, Fibre Internet","BBQ, CCTV,  Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access","Bus Stop, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-vipingo-3567503
 Kiambu Road,7 Bed House in Kiambu Road,165000000.0,2023-07-07,Coral Property International Ltd,nan,nan,nan,https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-kiambu-road-3603792
gton,4 Bed Townhouse with En Suite in Lavington,70000000.0,2023-05-24,Crystal Valuers LTD,"En Suite, Backup Generator","Bus Stop, Shopping Centre",nan,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3575786
 Ruiru,4 Bed House with En Suite in Ruiru,12000000.0,2023-05-24,Litana Investments,"En Suite, Walk In Closet","CCTV, Parking, Staff Quarters, Electric Fence, Garden","Shopping Centre, Bus Stop, Hospital, School",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3584044
 Runda,4 Bed Townhouse with En Suite in Runda,32000000.0,2023-07-07,LIflac Properties,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet","CCTV, Electric Fence, Garden, Parking, Staff Quarters","Bus Stop, Hospital, Scenic View, Shopping Centre, School",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-runda-13-3560337
 Syokimau,4 Bed House with En Suite in Syokimau,23000000.0,2023-05-24,Litana Investments,"Backup Generator, En Suite, Walk In Closet","Balcony, CCTV, Electric Fence, Garden, Parking, Staff Quarters","Bus Stop, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-syokimau-3553512
 Imara Daima,3 Bed House with En Suite in Imara Daima,11000000.0,2023-07-03,Afrique Properties Limited,En Suite,"Garden, Parking","Bus Stop, Golf Course, Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-imara-daima-1-3550720
 Kitengela,4 Bed House with Garden in Kitengela,10000000.0,2023-05-24,Litana Investments,Walk In Closet,"Parking, Garden","Bus Stop, Shopping Centre, Hospital, School",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitengela-3583672
 Kitengela,3 Bed House with En Suite in Kitengela,5800000.0,2023-06-30,Vector Afriq Properties Ltd,"Aircon, Alarm, En Suite, Serviced","Parking, Balcony, Borehole, Garden, Wheelchair Access","Bus Stop, Shopping Centre, Hospital, School, Scenic View",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-2-3562448
 Nyali Area,4 Bed House with En Suite in Nyali Area,130000000.0,2023-06-17,Arneel Homes,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet","Electric Fence, CCTV, BBQ, Balcony, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool","Bus Stop, Golf Course, Hospital, Shopping Centre, Sea View, School, Scenic View",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-nyali-area-3604437
 Rongai,3 Bed House with En Suite at Rongai,7800000.0,2023-06-23,Landmark Top Solutions,"Walk In Closet, En Suite","Parking, Staff Quarters, Garden","Shopping Centre, Bus Stop, Hospital, School",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ongata-rongai-3610231
 Syokimau,4 Bed Townhouse with En Suite in Syokimau,18000000.0,2023-05-24,Urban Hut Limited,"En Suite, Fibre Internet, Walk In Closet","Staff Quarters, Parking, Balcony, Electric Fence","Hospital, Shopping Centre, School",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-syokimau-3555724
 Kileleshwa,5 Bed House with En Suite in Kileleshwa,270000000.0,2023-07-02,Kenya Classic Homes,"Backup Generator, Alarm, En Suite, Fibre Internet, Walk In Closet","Balcony, BBQ, Electric Fence, Garden, Staff Quarters",Scenic View,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kileleshwa-2-3508841
 Kitengela,3 Bed House with En Suite in Kitengela,6400000.0,2023-05-24,Litana Investments,"En Suite, Walk In Closet","Garden, Borehole, Swimming Pool","Bus Stop, Hospital, Scenic View",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3553759
 Karen,4 Bed House with En Suite at Karen,80000000.0,2023-07-01,Mapema Properties,"Alarm, Backup Generator, En Suite, Fibre Internet,  Serviced, Walk In Closet","Balcony, CCTV, Borehole, Garden, Parking, Staff Quarters","Bus Stop, Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-1-3582828
 Kileleshwa,4 Bed House with En Suite in Kileleshwa,160000000.0,2023-07-01,Leti Realty Limited,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kileleshwa-1-3601727
 Nyali Area,3 Bed Townhouse with En Suite in Nyali Area,17000000.0,2023-04-19,Furaha Properties,"Aircon, Alarm, Backup Generator, En Suite, Walk In Closet, Fibre Internet","Swimming Pool, Borehole, Staff Quarters, Electric Fence, CCTV, Parking, BBQ, Balcony, Garden","Sea View, Bus Stop, Hospital, School",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-nyali-area-3483125
 Loresho,4 Bed House with En Suite in Loresho,125000000.0,2023-06-17,Arneel Homes,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking,  Staff Quarters, Swimming Pool, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Sea View, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-loresho-1-3590815
 Ngong,5 Bed House with En Suite in Ngong,16500000.0,2023-06-27,Leilach Properties,"En Suite, Fibre Internet","Parking, Staff Quarters, Garden","Bus Stop, Scenic View, Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ngong-15-3427187
 Limuru,4 Bed Townhouse with En Suite in Limuru,25000000.0,2023-05-06,Live n Style Agencies,"Alarm, Backup Generator, En Suite, Fibre Internet, Serviced, Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-limuru-3597757
 Syokimau,5 Bed Townhouse with En Suite at Syokimau,15500000.0,2023-05-24,Simkar Group Limited,"Alarm, En Suite, Fibre Internet","Balcony, CCTV, Electric Fence, Borehole, Staff Quarters, Parking, Garden","Bus Stop, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-syokimau-3501548
 Karen,6 Bed Townhouse with En Suite at Karen,150000000.0,2023-05-24,Simkar Group Limited,"Alarm, En Suite, Fibre Internet, Walk In Closet","Balcony, Garden, Parking, Electric Fence, Staff Quarters, Borehole","Bus Stop, Golf Course, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-karen-3501639
 Eastern Bypass,4 Bed Townhouse with En Suite at Eastern Bypass,12600000.0,2023-05-09,Kijani Homes Realtors,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Serviced","Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Wheelchair Access, Staff Quarters, Parking, Gym, Swimming Pool","Bus Stop, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-ruai-3598337
 Behind Spur Mall,4 Bed House with En Suite at Behind Spur Mall,16900000.0,2023-06-07,Brickmann Properties Limited,"Alarm, Aircon, En Suite, Fibre Internet, Walk In Closet","Balcony, CCTV, Electric Fence, Borehole, Garden, Wheelchair Access, Staff Quarters, Parking","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-eastern-bypass-3593240
e,3 Bed House with En Suite in Ngumo Estate,22500000.0,2022-11-25,Tysons Limited,En Suite,"Parking, Staff Quarters",nan,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ngumo-estate-3568631
gton,4 Bed Townhouse with En Suite in Lavington,65000000.0,2023-06-26,Keensell Ventures LTD,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet","Balcony, BBQ, CCTV, Garden, Wheelchair Access, Swimming Pool, Staff Quarters, Parking,  Gym, Electric Fence","Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-1-3595110
 Eastern Bypass,4 Bed Villa with En Suite at Eastern Bypass,19500000.0,2023-06-13,MK PROPERTIES,"En Suite, Fibre Internet, Serviced, Walk In Closet","Balcony, BBQ, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access","Bus Stop, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-ruiru-1-3592105
 Lower Kabete,5 Bed House with En Suite in Lower Kabete,190000000.0,2023-06-20,Gerryville Homes,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Serviced, Aircon","Balcony, CCTV, BBQ, Electric Fence, Garden, Borehole, Gym, Parking, Swimming Pool, Staff Quarters","Scenic View, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lower-kabete-1-3529286
 Thika,6 Bed Townhouse with En Suite in Thika,45000000.0,2023-05-24,Pam Golding Properties,En Suite,nan,nan,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-thika-3584162
 Karen,4 Bed House with En Suite at Karen,90000000.0,2023-07-01,Mapema Properties,"En Suite, Serviced, Service Charge Included, Walk In Closet","Balcony, Garden, Staff Quarters","Bus Stop, Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-1-3583438
 Kiambu Road,4 Bed Townhouse with En Suite in Kiambu Road,24500000.0,2023-07-04,Ge-Mac Property Solutions,"Alarm, Backup Generator, Walk In Closet, En Suite, Fibre Internet","Balcony, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Garden","Bus Stop, Shopping Centre, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3612695
 Bamburi,4 Bed Townhouse in Bamburi,11500000.0,2023-05-24,Benford Homes,nan,nan,nan,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-bamburi-3463733
